label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
0,0.29756349325180054,0.6274091005325317,0.35376444458961487,0.6062703132629395,0.409342885017395,0.5718179941177368,0.4568004012107849,0.5487921833992004,0.49565356969833374,0.5462815165519714,0.3689092695713043,0.4511869549751282,0.40166985988616943,0.38461625576019287,0.42012351751327515,0.34274882078170776,0.43515723943710327,0.30566659569740295,0.33308374881744385,0.43328601121902466,0.3472011387348175,0.34759217500686646,0.35645219683647156,0.2953258156776428,0.3629663288593292,0.25240635871887207,0.29907527565956116,0.4363940358161926,0.2932645082473755,0.35786545276641846,0.2907584607601166,0.3081126809120178,0.29054486751556396,0.2646109461784363,0.2673885226249695,0.45708173513412476,0.2436206042766571,0.40380531549453735,0.22923603653907776,0.36882829666137695,0.21886292099952698,0.334810733795166
0,0.2502685785293579,0.5756937861442566,0.3046852946281433,0.5526684522628784,0.3568267524242401,0.5146883726119995,0.4028000831604004,0.48645442724227905,0.44038107991218567,0.48011159896850586,0.3148139417171478,0.4019709825515747,0.3446776568889618,0.3314193785190582,0.361122190952301,0.2875804901123047,0.3743560314178467,0.24920055270195007,0.28033697605133057,0.38737547397613525,0.2938607931137085,0.30457139015197754,0.30073538422584534,0.25203245878219604,0.30495041608810425,0.20917156338691711,0.24744728207588196,0.39264941215515137,0.23938912153244019,0.31798121333122253,0.23624101281166077,0.270643949508667,0.23561960458755493,0.22974002361297607,0.21638670563697815,0.41461044549942017,0.19233253598213196,0.3653200566768646,0.1780223846435547,0.33186885714530945,0.1677156686782837,0.2989896535873413
0,0.2512102723121643,0.5233922004699707,0.30441659688949585,0.4999846816062927,0.35544106364250183,0.4614297151565552,0.3994327187538147,0.4324745237827301,0.43551766872406006,0.42557618021965027,0.314596563577652,0.3556613624095917,0.34427571296691895,0.2868655025959015,0.3598051071166992,0.24389371275901794,0.3721393644809723,0.20631587505340576,0.2806699573993683,0.3423188626766205,0.2951178252696991,0.2638644278049469,0.3022996783256531,0.21352636814117432,0.3064933121204376,0.17189465463161469,0.2482089400291443,0.3480578362941742,0.24201029539108276,0.2762918472290039,0.23906496167182922,0.23041020333766937,0.237912118434906,0.1905575394630432,0.2172093391418457,0.3695630729198456,0.19422216713428497,0.3232862651348114,0.18042227625846863,0.2914060652256012,0.17033742368221283,0.2602195739746094
0,0.21438013017177582,0.48015862703323364,0.2653915286064148,0.4566847085952759,0.31297653913497925,0.42112287878990173,0.35533374547958374,0.3945866525173187,0.3898111581802368,0.38744795322418213,0.27285444736480713,0.3167773187160492,0.2993932068347931,0.24686938524246216,0.31318703293800354,0.2034464031457901,0.3235378563404083,0.16529235243797302,0.24056531488895416,0.30643028020858765,0.25252532958984375,0.22897186875343323,0.2573937177658081,0.17894507944583893,0.25906452536582947,0.13770681619644165,0.20969262719154358,0.3136568069458008,0.20169809460639954,0.24543963372707367,0.19676372408866882,0.20091935992240906,0.19344516098499298,0.16267316043376923,0.1795661598443985,0.33543696999549866,0.15528684854507446,0.29157450795173645,0.14051413536071777,0.2620834708213806,0.1293286383152008,0.23413732647895813
0,0.1858854442834854,0.4491235017776489,0.23339132964611053,0.4215475916862488,0.27755534648895264,0.38324129581451416,0.3182561993598938,0.3545338809490204,0.3517801761627197,0.34290745854377747,0.23758918046951294,0.28304341435432434,0.25947999954223633,0.21232572197914124,0.2695752680301666,0.16754622757434845,0.2770012617111206,0.12802381813526154,0.20676589012145996,0.2748079299926758,0.2162303477525711,0.20046553015708923,0.2188873142004013,0.15155012905597687,0.2188291996717453,0.11117327213287354,0.17764964699745178,0.2850292921066284,0.16866031289100647,0.21955116093158722,0.1623854637145996,0.17672230303287506,0.15794457495212555,0.1397562474012375,0.15038344264030457,0.3101990222930908,0.12498599290847778,0.27109694480895996,0.10914471745491028,0.24323230981826782,0.09703591465950012,0.21617695689201355
0,0.31961748003959656,0.36381179094314575,0.37281233072280884,0.3501131534576416,0.4268677532672882,0.32489314675331116,0.47327548265457153,0.3059559464454651,0.5103822946548462,0.30103781819343567,0.3870522081851959,0.21424177289009094,0.41612178087234497,0.1514538824558258,0.43259933590888977,0.1135951578617096,0.4460386335849762,0.0794832706451416,0.3534035384654999,0.19947192072868347,0.3669130206108093,0.12465590983629227,0.3743944764137268,0.07804939150810242,0.3791009187698364,0.04018242657184601,0.32168614864349365,0.20310868322849274,0.3150642216205597,0.13624435663223267,0.31223201751708984,0.0937875509262085,0.31210243701934814,0.0572577565908432,0.2911810576915741,0.22163759171962738,0.2691028118133545,0.17672863602638245,0.25482702255249023,0.14525672793388367,0.24439695477485657,0.11513057351112366
0,0.39044150710105896,0.37248528003692627,0.4453881084918976,0.3607953190803528,0.501177191734314,0.33727526664733887,0.5498235821723938,0.32244834303855896,0.5886054635047913,0.3164682388305664,0.46505671739578247,0.2173488587141037,0.49476465582847595,0.14853915572166443,0.5120668411254883,0.10944502055644989,0.5269405841827393,0.0742553174495697,0.4299321174621582,0.1998855173587799,0.4479736387729645,0.12340275198221207,0.45814377069473267,0.07556107640266418,0.46465787291526794,0.03714729845523834,0.3945898413658142,0.20119257271289825,0.387817919254303,0.12784945964813232,0.3843483328819275,0.08165174722671509,0.3834996819496155,0.04363355040550232,0.36081528663635254,0.21820080280303955,0.3371640741825104,0.16836461424827576,0.32156020402908325,0.1336318850517273,0.31065577268600464,0.10142256319522858
0,0.49099233746528625,0.3670831620693207,0.5475613474845886,0.3549004793167114,0.6026030778884888,0.3343762457370758,0.6470876932144165,0.32251086831092834,0.6865202188491821,0.32149869203567505,0.5597195029258728,0.20885802805423737,0.5924712419509888,0.14635680615901947,0.612862229347229,0.1114748939871788,0.630730390548706,0.07980455458164215,0.5231356024742126,0.19149956107139587,0.5337209701538086,0.1113620176911354,0.5451164245605469,0.06511937081813812,0.5542639493942261,0.027024060487747192,0.4891790747642517,0.1926145702600479,0.4797407388687134,0.11837933957576752,0.4780478775501251,0.06835879385471344,0.47971677780151367,0.024690568447113037,0.4590124487876892,0.20930786430835724,0.43634194135665894,0.15397170186042786,0.423284113407135,0.11684992909431458,0.4149150848388672,0.08058905601501465
0,0.6289141774177551,0.4162641763687134,0.6845531463623047,0.41447657346725464,0.7395353317260742,0.4018945097923279,0.7870930433273315,0.40277451276779175,0.8277395963668823,0.4105881154537201,0.7127227187156677,0.26343896985054016,0.7433305382728577,0.20095296204090118,0.7633391618728638,0.1633210927248001,0.7806732058525085,0.13009372353553772,0.67665696144104,0.23973417282104492,0.690596342086792,0.15943406522274017,0.7014484405517578,0.11218464374542236,0.7096392512321472,0.07398667931556702,0.6422521471977234,0.23670919239521027,0.6406382322311401,0.16067230701446533,0.6421239376068115,0.11237168312072754,0.6456968188285828,0.06921567022800446,0.6095266342163086,0.25082841515541077,0.5946897864341736,0.1934162676334381,0.5858327150344849,0.15593311190605164,0.5802591443061829,0.11913645267486572
0,0.6470549702644348,0.5078813433647156,0.7026413679122925,0.5161323547363281,0.7543168663978577,0.5141113996505737,0.7955009937286377,0.5253435373306274,0.8290423154830933,0.5450136661529541,0.740257203578949,0.3755319118499756,0.7752333283424377,0.3204558491706848,0.7966635823249817,0.2855660915374756,0.8158148527145386,0.2558189630508423,0.7092190980911255,0.34645044803619385,0.7274159789085388,0.2698768079280853,0.7426417469978333,0.23260805010795593,0.7560718059539795,0.2070128470659256,0.6781839728355408,0.33830779790878296,0.6833415627479553,0.2678532004356384,0.6921858191490173,0.23701676726341248,0.7032187581062317,0.2138676792383194,0.6480928063392639,0.3473396897315979,0.6382948756217957,0.29369741678237915,0.6351666450500488,0.25859948992729187,0.6359429359436035,0.22578546404838562
